X,Y,TYPE,SPEED,DirType,Direction
-0.343823,51.495545,4,60,1,85
-0.335384,51.495934,4,5,1,98
-0.33599,51.495824,4,60,1,272
-0.344121,51.495406,4,5,1,267
-0.358165,51.538585,4,40,1,109
-0.319269,51.53298,4,5,1,98
-0.319746,51.532952,4,40,1,280
-0.358714,51.538549,4,5,1,289
-0.36186,51.49194,4,60,1,59
-0.34429,51.495534,4,5,1,83
-0.344564,51.495375,4,60,1,264
-0.361868,51.491838,4,5,1,236
-0.362748,51.443637,4,40,1,59
-0.341509,51.453275,4,5,1,62
-0.341688,51.45317,4,40,1,250
-0.362356,51.443672,4,5,1,231
-0.37264,52.13406,4,50,1,252
-0.38561,52.13156,4,5,1,258
-0.385957,52.131617,4,50,1,76
-0.372739,52.133964,4,5,1,71
-0.385046,51.43518,4,40,1,68
-0.373488,51.439011,4,5,1,52
-0.36274,51.443519,4,40,1,235
-0.372984,51.439144,4,5,1,238
-0.373369,51.438933,4,40,1,236
-0.384858,51.435064,4,5,1,250
-0.373101,51.439198,4,40,1,55
-0.363213,51.443438,4,5,1,58
-0.37706,52.21975,4,30,1,194
-0.379043,52.21541,4,5,1,204
-0.379027,52.215379,4,30,1,27
-0.376987,52.219671,4,5,1,17
-0.38839,52.20933,4,30,1,14
-0.379226,52.215141,4,5,1,29
-0.379245,52.215105,4,30,1,207
-0.388293,52.209438,4,5,1,203
-0.389997,53.725263,4,40,1,76
-0.36564,53.73089,4,5,1,68
-0.365316,53.730864,4,40,1,247
-0.389951,53.725214,4,5,1,253
-0.382608,51.544607,4,40,1,119
-0.3602,51.538995,4,5,1,102
-0.359233,51.538658,4,40,1,288
-0.382782,51.544608,4,5,1,298
-0.39036,52.15519,4,30,1,334
-0.404,52.16328,4,5,1,275
-0.404073,52.163232,4,30,1,85
-0.390438,52.155188,4,5,1,169
-0.39314,52.52172,4,60,1,60
-0.32392,52.53161,4,5,1,52
-0.32417,52.531392,4,60,1,230
-0.39239,52.52197,4,5,1,239
-0.37492,53.79581,4,60,1,285
-0.39775,53.80308,4,5,1,303
-0.397622,53.80307,4,60,1,125
-0.375158,53.795866,4,5,1,104
-0.406977,51.424527,4,50,1,39
-0.38548,51.435082,4,5,1,68
-0.385307,51.435003,4,50,1,250
-0.406887,51.424218,4,5,1,202
-0.40753,51.54794,4,50,1,91
-0.384102,51.545118,4,5,1,116
-0.383875,51.544877,4,50,1,295
-0.407525,51.547839,4,5,1,273
-0.40283,51.49081,4,50,1,295
-0.406641,51.491723,4,5,1,292
-0.406484,51.491823,4,50,1,105
-0.402749,51.490874,4,5,1,110
-0.408875,52.16296,4,30,1,79
-0.404617,52.1632,4,5,1,82
-0.404519,52.163194,4,30,1,264
-0.408933,52.162963,4,5,1,251
-0.41042,51.86133,4,50,1,49
-0.419437,51.85601,4,5,1,37
-0.410381,51.861224,4,50,1,227
-0.419548,51.855817,4,5,1,213
-0.41722,52.16375,4,30,1,126
-0.409295,52.162875,4,5,1,85
-0.409388,52.162887,4,30,1,257
-0.417117,52.16367,4,5,1,298
-0.417991,52.095204,4,30,1,205
-0.41828,52.09208,4,5,1,156
-0.418293,52.092021,4,30,1,326
-0.417911,52.095369,4,5,1,31
-0.418927,53.720298,4,40,1,80
-0.390457,53.725173,4,5,1,74
-0.390443,53.72511,4,40,1,252
-0.419072,53.720184,4,5,1,256
-0.419941,52.099141,4,30,1,150
-0.417815,52.09544,4,5,1,181
-0.41777,52.095654,4,30,1,15
-0.42004,52.099201,4,5,1,325
-0.42206,52.15022,4,30,1,163
-0.42708,52.15,4,5,1,285
-0.427218,52.150007,4,30,1,97
-0.422029,52.150139,4,5,1,349
-0.422314,51.49319,4,50,1,94
-0.406907,51.491886,4,5,1,108
-0.407113,51.491776,4,50,1,286
-0.422433,51.493122,4,5,1,275
-0.42563,53.810979,4,60,1,125
-0.398023,53.803233,4,5,1,123
-0.398123,53.803242,4,60,1,306
-0.42556,53.810993,4,5,1,304
-0.43083,52.14078,4,30,1,196
-0.43408,52.13528,4,5,1,199
-0.434062,52.135215,4,30,1,8
-0.430869,52.140825,4,5,1,21
-0.43525,53.81531,4,60,1,122
-0.425941,53.81118,4,5,1,120
-0.426035,53.811153,4,60,1,304
-0.435309,53.815232,4,5,1,307
-0.436569,51.494263,4,50,1,98
-0.422673,51.493275,4,5,1,95
-0.42282,51.493127,4,50,1,272
-0.436755,51.494186,4,5,1,276
-0.443707,51.49493,4,50,1,98
-0.437018,51.494323,4,5,1,98
-0.437209,51.494197,4,50,1,278
-0.444133,51.494836,4,5,1,276
-0.443,51.41511,4,30,1,181
-0.446,51.40811,4,5,1,232
-0.446226,51.408057,4,30,1,60
-0.44299,51.415016,4,5,1,5
-0.44686,52.14544,4,30,1,295
-0.45425,52.14697,4,5,1,285
-0.454367,52.146953,4,30,1,104
-0.447054,52.145505,4,5,1,108
-0.47672,53.84206,4,60,1,157
-0.46103,53.82525,4,5,1,139
-0.46033,53.825121,4,60,1,312
-0.476384,53.841785,4,5,1,334
-0.460312,53.824999,4,60,1,134
-0.442141,53.817893,4,5,1,122
-0.446395,53.819021,4,60,1,298
-0.460239,53.824895,4,5,1,309
-0.466399,51.495573,4,50,1,83
-0.459719,51.495894,4,5,1,85
-0.459922,51.495732,4,50,1,272
-0.473154,51.494517,4,5,1,263
-0.448343,51.495234,4,50,1,279
-0.458825,51.495748,4,5,1,272
-0.457922,51.495874,4,50,1,92
-0.444177,51.494982,4,5,1,97
-0.451173,53.715551,4,40,1,86
-0.419465,53.720236,4,5,1,80
-0.41946,53.72013,4,50,1,258
-0.451329,53.71547,4,5,1,255
-0.45006,52.07483,4,30,1,2
-0.45597,52.08506,4,5,1,320
-0.456338,52.085373,4,30,1,150
-0.450082,52.075001,4,5,1,181
-0.45236,52.14978,4,30,1,52
-0.44008,52.15786,4,5,1,21
-0.440001,52.157958,4,30,1,204
-0.452493,52.149796,4,5,1,229
-0.42897,52.10636,4,30,1,168
-0.420176,52.099374,4,5,1,150
-0.420274,52.099452,4,30,1,328
-0.428923,52.106268,4,5,1,341
-0.45108,51.49592,4,50,1,97
-0.444175,51.495012,4,5,1,97
-0.45831,52.13478,4,30,1,276
-0.460672,52.134862,4,5,1,272
-0.460393,52.13486,4,30,1,89
-0.45804,52.134791,4,5,1,100
-0.465,52.13478,4,30,1,88
-0.460844,52.134846,4,5,1,88
-0.461103,52.134849,4,30,1,267
-0.464945,52.134791,4,5,1,266
-0.466735,52.137125,4,20,1,178
-0.46622,52.13511,4,5,1,175
-0.466177,52.135103,4,20,1,356
-0.466696,52.137088,4,5,1,350
-0.46683,52.1385,4,20,1,181
-0.466756,52.137431,4,5,1,181
-0.466725,52.137377,4,20,1,356
-0.466768,52.138469,4,5,1,356
-0.4769,51.892633,4,30,1,262
-0.483997,51.891579,4,5,1,251
-0.48395,51.891534,4,30,1,71
-0.47653,51.892699,4,5,1,79
-0.48114,52.11786,4,30,1,341
-0.48392,52.12247,4,5,1,338
-0.483955,52.122538,4,30,1,163
-0.481255,52.117953,4,5,1,159
-0.48614,52.12447,4,30,1,312
-0.49564,52.12717,4,5,1,288
-0.495765,52.127208,4,30,1,102
-0.48622,52.124521,4,5,1,136
-0.477914,53.723156,4,40,1,113
-0.451655,53.715533,4,5,1,98
-0.45178,53.715475,4,40,1,269
-0.478312,53.723146,4,5,1,292
-0.481675,53.118816,4,60,1,337
-0.48825,53.13111,4,5,1,338
-0.488381,53.13135,4,60,1,164
-0.481659,53.118876,4,5,1,157
-0.48703,51.89231,4,30,1,304
-0.49242,51.89467,4,5,1,306
-0.492394,51.894704,4,30,1,123
-0.487141,51.892339,4,5,1,126
-0.48931,51.89044,4,30,1,252
-0.496299,51.889166,4,5,1,251
-0.496386,51.88919,4,30,1,75
-0.489095,51.890579,4,5,1,74
-0.497266,51.896789,4,30,1,124
-0.492763,51.894854,4,5,1,122
-0.492839,51.89485,4,30,1,304
-0.497329,51.896774,4,5,1,306
-0.44969,52.92106,4,60,1,263
-0.49772,52.92033,4,5,1,264
-0.497827,52.920328,4,60,1,83
-0.450221,52.921108,4,5,1,85
-0.49464,53.14656,4,60,1,168
-0.488507,53.131886,4,5,1,159
-0.488486,53.131406,4,60,1,341
-0.494563,53.146492,4,5,1,355
-0.495952,51.494901,4,50,1,89
-0.466884,51.495545,4,5,1,83
-0.473629,51.494503,4,50,1,261
-0.496174,51.494757,4,5,1,270
-0.48328,53.7245,4,40,1,116
-0.478349,53.723281,4,5,1,114
-0.478748,53.723255,4,40,1,291
-0.483495,53.724416,4,5,1,288
-0.48911,51.49511,4,50,1,122
-0.466862,51.495548,4,5,1,82
-0.473621,51.494484,4,50,1,266
-0.48478,51.49408,4,5,1,273
-0.49953,52.10878,4,30,1,204
-0.50239,52.10558,4,5,1,207
-0.502322,52.105513,4,30,1,20
-0.499386,52.109005,4,5,1,20
-0.511422,51.493358,4,50,1,81
-0.50119,51.495,4,5,1,76
-0.500364,51.494296,4,50,1,286
-0.511998,51.493174,4,5,1,260
-0.51197,51.37439,4,50,1,258
-0.52317,51.37206,4,5,1,250
-0.52394,51.37211,4,50,1,85
-0.51197,51.37439,4,5,1,74
-0.50261,51.89911,4,30,1,122
-0.497614,51.896965,4,5,1,126
-0.497763,51.896993,4,30,1,307
-0.502681,51.899138,4,5,1,304
-0.50836,52.06794,4,30,1,309
-0.51383,52.07003,4,5,1,298
-0.513776,52.069984,4,30,1,116
-0.508437,52.068032,4,5,1,125
-0.51022,52.19153,4,30,1,350
-0.51722,52.19778,4,5,1,1
-0.51696,52.198003,4,30,1,192
-0.510212,52.191762,4,5,1,181
-0.51264,52.1655,4,30,1,282
-0.517371,52.165828,4,5,1,278
-0.517389,52.16585,4,30,1,105
-0.512776,52.165555,4,5,1,98
-0.51458,51.88692,4,30,1,83
-0.496828,51.889132,4,5,1,71
-0.496847,51.889076,4,30,1,251
-0.514369,51.886897,4,5,1,263
-0.51778,51.88669,4,30,1,77
-0.515145,51.886895,4,5,1,83
-0.515154,51.886862,4,30,1,261
-0.517695,51.886733,4,5,1,263
-0.51889,52.166178,4,30,1,108
-0.517816,52.165928,4,5,1,110
-0.517782,52.165912,4,30,1,285
-0.518937,52.16618,4,5,1,288
-0.51931,52.16658,4,30,1,359
-0.52131,52.17433,4,5,1,328
-0.521375,52.174399,4,30,1,148
-0.519337,52.166745,4,5,1,175
-0.52108,52.15303,4,30,1,244
-0.52872,52.14633,4,5,1,181
-0.528681,52.146251,4,30,1,354
-0.521111,52.153046,4,5,1,58
-0.52211,52.09272,4,30,1,276
-0.53011,52.09417,4,5,1,292
-0.529944,52.094152,4,30,1,107
-0.522262,52.092712,4,5,1,98
-0.52222,52.17544,4,30,1,329
-0.52394,52.17714,4,5,1,328
-0.524001,52.177113,4,30,1,148
-0.522315,52.175458,4,5,1,148
-0.526553,53.033577,4,60,1,128
-0.479561,53.018017,4,5,1,102
-0.479062,53.017842,4,60,1,278
-0.526895,53.033561,4,5,1,307
-0.534003,52.918308,4,60,1,80
-0.498369,52.920314,4,5,1,82
-0.498182,52.920279,4,60,1,263
-0.534117,52.918288,4,5,1,258
-0.530635,51.493297,4,50,1,85
-0.511868,51.493313,4,5,1,86
-0.512425,51.49312,4,50,1,261
-0.530973,51.49315,4,5,1,267
-0.511416,51.49334,4,50,1,83
-0.49638,51.494905,4,5,1,86
-0.496617,51.494764,4,50,1,269
-0.511991,51.493161,4,5,1,260
-0.53417,51.40092,4,50,1,267
-0.55928,51.39353,4,5,1,229
-0.55967,51.393509,4,50,1,49
-0.534397,51.401033,4,5,1,79
-0.52928,52.13219,4,30,1,184
-0.526,52.12672,4,5,1,162
-0.525863,52.12662,4,30,1,338
-0.529257,52.132047,4,5,1,349
-0.52853,52.17025,4,30,1,142
-0.524232,52.167105,4,5,1,139
-0.524292,52.167073,4,30,1,323
-0.528588,52.170225,4,5,1,319
-0.53458,51.4005,4,50,1,181
-0.55926,51.393512,4,5,1,230
-0.54006,51.49261,4,50,1,79
-0.53109,51.493286,4,5,1,80
-0.54219,51.39967,4,50,1,275
-0.559248,51.393508,4,5,1,235
-0.551484,51.489453,4,50,1,67
-0.531091,51.493267,4,5,1,83
-0.531401,51.493119,4,50,1,267
-0.549972,51.489776,4,5,1,244
-0.56325,52.90894,4,60,1,68
-0.534458,52.918269,4,5,1,79
-0.534554,52.918231,4,60,1,258
-0.563462,52.908945,4,5,1,246
-0.580844,51.491175,4,50,1,147
-0.551886,51.489353,4,5,1,65
-0.550558,51.489618,4,50,1,246
-0.57666,51.488525,4,5,1,300
-0.580004,53.859161,4,60,1,96
-0.50714,53.84692,4,5,1,132
-0.50697,53.84697,4,60,1,309
-0.579887,53.859045,4,5,1,273
-0.5855,52.022,4,60,1,291
-0.600801,52.025776,4,5,1,292
-0.600168,52.025821,4,60,1,110
-0.581335,52.021148,4,5,1,111
-0.595072,51.501687,4,50,1,111
-0.581069,51.491396,4,5,1,150
-0.577034,51.488669,4,50,1,302
-0.588648,51.49857,4,5,1,322
-0.595041,51.24635,4,50,1,229
-0.599148,51.241013,4,5,1,220
-0.59921,51.241155,4,50,1,38
-0.59514,51.246445,4,5,1,34
-0.59089,53.75925,4,40,1,316
-0.60108,53.76161,4,5,1,276
-0.599407,53.761635,4,40,1,98
-0.589973,53.758919,4,5,1,136
-0.60239,52.19133,4,30,1,226
-0.60519,52.1865,4,5,1,181
-0.605268,52.18644,4,30,1,8
-0.602418,52.191294,4,5,1,39
-0.60939,52.02814,4,60,1,113
-0.600629,52.025915,4,5,1,110
-0.601232,52.025915,4,60,1,292
-0.61139,52.02847,4,5,1,291
-0.610662,51.231417,4,50,1,55
-0.599481,51.240923,4,5,1,33
-0.599375,51.240787,4,50,1,218
-0.610698,51.231269,4,5,1,229
-0.61258,51.50258,4,50,1,108
-0.595461,51.501819,4,5,1,102
-0.588965,51.498793,4,50,1,322
-0.61267,51.50228,4,5,1,278
-0.58893,51.498801,4,50,1,325
-0.61311,51.50214,4,5,1,280
-0.613821,53.761914,4,40,1,95
-0.599872,53.761704,4,5,1,92
-0.601527,53.761634,4,40,1,273
-0.614036,53.761847,4,5,1,273
-0.626648,53.762877,4,40,1,102
-0.614283,53.761946,4,5,1,98
-0.614506,53.76186,4,40,1,273
-0.626828,53.762805,4,5,1,279
-0.622919,52.816993,4,70,1,338
-0.627855,52.847246,4,5,1,6
-0.627576,52.847392,4,70,1,190
-0.622598,52.817087,4,5,1,153
-0.629133,52.860502,4,70,1,181
-0.627485,52.847661,4,5,1,190
-0.627746,52.847547,4,70,1,11
-0.629386,52.860498,4,5,1,354
-0.629448,52.863981,4,70,1,177
-0.629165,52.860707,4,5,1,176
-0.629384,52.860951,4,70,1,354
-0.629635,52.863989,4,5,1,359
-0.631326,52.873786,4,70,1,165
-0.629477,52.864239,4,5,1,181
-0.629661,52.864276,4,70,1,356
-0.630899,52.872613,4,5,1,353
-0.62289,51.22711,4,50,1,61
-0.611017,51.231262,4,5,1,61
-0.611052,51.2311,4,50,1,233
-0.623177,51.226871,4,5,1,242
-0.633391,51.50684,4,50,1,108
-0.595466,51.501781,4,5,1,110
-0.633376,51.506854,4,50,1,108
-0.62011,51.50417,4,5,1,107
-0.613086,51.502339,4,50,1,282
-0.63933,51.50803,4,5,1,290
-0.641158,52.885765,4,50,1,143
-0.631469,52.874046,4,5,1,162
-0.631052,52.872939,4,50,1,349
-0.641388,52.885814,4,5,1,324
-0.64444,53.76544,4,40,1,107
-0.627171,53.762929,4,5,1,103
-0.627224,53.762827,4,40,1,276
-0.644519,53.765347,4,5,1,287
-0.650382,51.510567,4,50,1,110
-0.633828,51.506927,4,5,1,104
-0.639765,51.508116,4,50,1,288
-0.650641,51.510492,4,5,1,287
-0.65497,52.89525,4,50,1,120
-0.641421,52.885983,4,5,1,141
-0.641679,52.886049,4,50,1,322
-0.655258,52.895276,4,5,1,299
-0.652684,52.041239,4,60,1,128
-0.611068,52.028532,4,5,1,110
-0.611826,52.028571,4,60,1,292
-0.652898,52.041215,4,5,1,306
-0.651056,51.510572,4,50,1,290
-0.65883,51.51178,4,5,1,276
-0.651043,51.510594,4,50,1,293
-0.65786,51.51142,4,5,1,232
-0.66314,51.227,4,60,1,85
-0.62606,51.22808,4,5,1,83
-0.62414,51.22833,4,50,1,73
-0.61099,51.231252,4,5,1,62
-0.625997,51.22786,4,60,1,257
-0.663337,51.226906,4,5,1,273
-0.665974,53.769403,4,40,1,107
-0.644824,53.765576,4,5,1,104
-0.644922,53.765452,4,40,1,287
-0.666276,53.769371,4,5,1,285
-0.672407,51.51024,4,50,1,76
-0.6508,51.510657,4,5,1,109
-0.68075,53.86033,4,60,1,141
-0.65781,53.85822,4,5,1,60
-0.657686,53.858201,4,60,1,239
-0.680671,53.860251,4,5,1,315
-0.68665,53.771103,4,40,1,85
-0.666402,53.76949,4,5,1,107
-0.666737,53.769442,4,40,1,287
-0.68672,53.770981,4,5,1,269
-0.689556,52.055127,4,60,1,116
-0.653034,52.041419,4,5,1,126
-0.653271,52.041371,4,60,1,303
-0.69281,52.05597,4,5,1,296
-0.659281,51.511785,4,50,1,270
-0.69311,51.50333,4,5,1,235
-0.693002,51.503492,4,50,1,52
-0.672853,51.510203,4,5,1,76
-0.69489,53.77044,4,40,1,75
-0.687105,53.771074,4,5,1,83
-0.687191,53.770959,4,40,1,266
-0.694976,53.770285,4,5,1,260
-0.696865,53.872861,4,60,1,119
-0.682296,53.862077,4,5,1,171
-0.68243,53.861944,4,60,1,343
-0.697068,53.872926,4,5,1,291
-0.697216,51.226867,4,60,1,89
-0.663671,51.226994,4,5,1,89
-0.66383,51.226848,4,60,1,267
-0.69733,51.22674,4,5,1,267
-0.706471,51.499488,4,50,1,82
-0.693356,51.503314,4,5,1,51
-0.693448,51.503162,4,50,1,233
-0.71081,51.49917,4,5,1,265
-0.712138,52.064041,4,60,1,123
-0.689998,52.055231,4,5,1,116
-0.693213,52.056136,4,60,1,297
-0.71567,52.06542,4,5,1,307
-0.71392,51.49942,4,50,1,94
-0.706919,51.499427,4,5,1,88
-0.715831,51.122323,4,70,1,181
-0.738061,51.108378,4,5,1,238
-0.738488,51.108315,4,70,1,51
-0.716069,51.122216,4,5,1,7
-0.71622,51.22667,4,60,1,81
-0.697685,51.226885,4,5,1,91
-0.697798,51.226704,4,60,1,266
-0.71623,51.22652,4,5,1,262
-0.711238,51.49916,4,50,1,267
-0.72164,51.499,4,5,1,253
-0.711237,51.499182,4,50,1,267
-0.72192,51.49919,4,5,1,260
-0.72483,53.55836,4,50,1,273
-0.738607,53.557991,4,5,1,261
-0.736475,53.558337,4,50,1,79
-0.724948,53.55852,4,5,1,91
-0.729726,51.49745,4,50,1,58
-0.715356,51.499522,4,5,1,89
-0.741328,51.491629,4,50,1,58
-0.73039,51.49722,4,5,1,52
-0.727,51.498,4,50,1,248
-0.741371,51.491507,4,5,1,236
-0.722392,51.499155,4,50,1,261
-0.741359,51.49149,4,5,1,235
-0.741618,52.079386,4,60,1,131
-0.712521,52.064179,4,5,1,125
-0.716216,52.0657,4,60,1,309
-0.740853,52.078757,4,5,1,315
-0.742134,52.204649,4,60,1,304
-0.76903,52.21136,4,5,1,297
-0.769096,52.211387,4,60,1,107
-0.742392,52.204808,4,5,1,120
-0.75296,51.487287,4,50,1,52
-0.741678,51.491482,4,5,1,58
-0.741736,51.491359,4,50,1,236
-0.753187,51.48706,4,5,1,241
-0.755115,53.555436,4,50,1,75
-0.73693,53.558281,4,5,1,79
-0.739076,53.557948,4,50,1,257
-0.755292,53.555269,4,5,1,257
-0.756001,52.090897,4,60,1,151
-0.741923,52.079565,4,5,1,131
-0.741198,52.078968,4,60,1,312
-0.75747,52.09225,4,5,1,333
-0.759212,51.483639,4,50,1,39
-0.753292,51.487123,4,5,1,51
-0.753507,51.486889,4,50,1,231
-0.759122,51.483507,4,5,1,226
-0.765134,51.477982,4,50,1,30
-0.759538,51.483426,4,5,1,32
-0.759405,51.483289,4,50,1,222
-0.76575,51.477,4,5,1,213
-0.787173,51.46113,4,50,1,59
-0.765336,51.477725,4,5,1,24
-0.765918,51.476755,4,50,1,206
-0.78883,51.46036,4,5,1,241
-0.790366,53.558791,4,50,1,120
-0.755576,53.555372,4,5,1,81
-0.755739,53.555227,4,50,1,259
-0.790706,53.55877,4,5,1,296
-0.794976,52.113722,4,60,1,128
-0.756212,52.091135,4,5,1,149
-0.757689,52.092527,4,60,1,329
-0.795219,52.113649,4,5,1,307
-0.817399,53.5694,4,50,1,107
-0.790756,53.558935,4,5,1,122
-0.791117,53.558911,4,50,1,299
-0.817549,53.569236,4,5,1,291
-0.819137,51.447247,4,50,1,54
-0.787564,51.460999,4,5,1,57
-0.789213,51.460223,4,50,1,238
-0.82069,51.44639,4,5,1,236
-0.82522,53.39719,4,50,1,313
-0.834819,53.402212,4,5,1,318
-0.834894,53.402467,4,50,1,138
-0.825264,53.397414,4,5,1,138
-0.82685,53.570658,4,50,1,95
-0.81786,53.569493,4,5,1,100
-0.817995,53.56934,4,50,1,289
-0.826947,53.570544,4,5,1,282
-0.829235,52.135477,4,60,1,143
-0.795328,52.113886,4,5,1,134
-0.795562,52.113836,4,60,1,309
-0.828793,52.134843,4,5,1,316
-0.834926,52.252381,4,50,1,8
-0.84203,52.26286,4,5,1,340
-0.841728,52.262811,4,50,1,162
-0.834715,52.25233,4,5,1,181
-0.83733,53.06314,4,40,1,223
-0.85214,53.05517,4,5,1,226
-0.85256,53.05489,4,40,1,46
-0.83763,53.06295,4,5,1,49
-0.84644,52.27364,4,50,1,175
-0.843172,52.265381,4,5,1,172
-0.843309,52.265358,4,50,1,346
-0.846671,52.273755,4,5,1,356
-0.849024,53.570977,4,50,1,91
-0.827308,53.570697,4,5,1,95
-0.827407,53.57057,4,50,1,276
-0.849264,53.570781,4,5,1,270
-0.821051,51.446256,4,50,1,233
-0.84717,51.43478,4,5,1,235
-0.82103,51.446234,4,50,1,232
-0.851554,51.433093,4,5,1,234
-0.85186,51.43308,4,50,1,49
-0.819506,51.447084,4,5,1,52
-0.85194,51.43333,4,50,1,72
-0.819516,51.447093,4,5,1,52
-0.848643,52.155791,4,60,1,149
-0.829504,52.135704,4,5,1,144
-0.829101,52.135095,4,60,1,322
-0.84879,52.155705,4,5,1,328
-0.854922,53.365418,4,50,1,246
-0.867747,53.36295,4,5,1,200
-0.867793,53.362945,4,50,1,26
-0.854837,53.365561,4,5,1,76
-0.821771,53.376722,4,50,1,252
-0.854509,53.36553,4,5,1,238
-0.854424,53.365674,4,50,1,66
-0.821839,53.376722,4,5,1,66
-0.876928,53.5711,4,50,1,92
-0.849501,53.570983,4,5,1,92
-0.849737,53.570811,4,50,1,270
-0.87695,53.570992,4,5,1,273
-0.88339,52.179297,4,60,1,130
-0.848836,52.156041,4,5,1,144
-0.849033,52.155971,4,60,1,324
-0.88531,52.18019,4,5,1,310
-0.903744,52.190658,4,60,1,134
-0.883728,52.179472,4,5,1,134
-0.885666,52.1804,4,60,1,313
-0.90394,52.19056,4,5,1,310
-0.79483,52.21928,4,60,1,116
-0.769471,52.211458,4,5,1,104
-0.769462,52.211441,4,60,1,291
-0.794604,52.219171,4,5,1,300
-0.941059,52.947061,4,60,1,73
-0.92814,52.94697,4,5,1,103
-0.927844,52.946946,4,60,1,282
-0.941129,52.947027,4,5,1,255
-0.902671,51.422032,4,50,1,64
-0.86056,51.42783,4,5,1,50
-0.85678,51.42994,4,50,1,224
-0.90058,51.42253,4,5,1,245
-0.8565,51.42978,4,50,1,239
-0.900578,51.422528,4,5,1,245
-0.902687,51.422048,4,50,1,64
-0.860788,51.42796,4,5,1,41
-0.87544,53.40569,4,50,1,304
-0.91156,53.40722,4,5,1,262
-0.911607,53.407233,4,50,1,73
-0.87567,53.405856,4,5,1,113
-0.89222,53.57194,4,50,1,97
-0.877397,53.571099,4,5,1,95
-0.87743,53.571011,4,50,1,270
-0.892175,53.571826,4,5,1,275
-0.933131,53.282188,4,50,1,21
-0.93206,53.30267,4,5,1,356
-0.932073,53.302784,4,20,1,181
-0.933085,53.282164,4,5,1,201
-0.933259,53.281939,4,50,1,203
-0.933314,53.274557,4,5,1,154
-0.89983,53.3475,4,50,1,70
-0.867964,53.362704,4,5,1,26
-0.867932,53.362706,4,50,1,204
-0.899501,53.347547,4,5,1,248
-0.933344,53.274551,4,50,1,328
-0.933297,53.281923,4,5,1,14
-0.933912,51.419855,4,50,1,73
-0.903076,51.421911,4,5,1,67
-0.900948,51.422399,4,50,1,243
-0.93778,51.41878,4,5,1,248
-0.935145,52.207317,4,60,1,117
-0.9041,52.190878,4,5,1,138
-0.90427,52.190775,4,60,1,316
-0.935232,52.207211,4,5,1,300
-0.95156,51.413877,4,50,1,66
-0.934342,51.419778,4,5,1,70
-0.954061,52.212724,4,60,1,119
-0.935565,52.207434,4,5,1,115
-0.935645,52.207333,4,60,1,296
-0.954283,52.212645,4,5,1,300
-0.97439,52.94792,4,60,1,115
-0.941499,52.946973,4,5,1,72
-0.941543,52.94693,4,60,1,250
-0.974374,52.94789,4,5,1,291
-0.925776,53.257777,4,50,1,316
-0.9331,53.27433,4,5,1,327
-0.933081,53.274337,4,50,1,149
-0.925698,53.257724,4,5,1,146
-0.938154,51.418636,4,50,1,241
-0.95631,51.41261,4,5,1,247
-0.96694,53.33403,4,50,1,315
-0.975777,53.341178,4,5,1,307
-0.975741,53.341204,4,50,1,127
-0.967199,53.334218,4,5,1,147
-0.97011,51.41247,4,50,1,122
-0.951982,51.413782,4,5,1,69
-0.98492,52.98294,4,40,1,310
-0.99253,52.994,4,5,1,333
-0.993038,52.994521,4,40,1,150
-0.985119,52.983041,4,5,1,132
-0.99659,53.001725,4,40,1,162
-0.993252,52.994766,4,5,1,153
-0.992797,52.994271,4,40,1,331
-0.996629,53.001705,4,5,1,340
-1.00167,53.00731,4,40,1,143
-0.996733,53.001993,4,5,1,164
-0.996763,53.001965,4,40,1,343
-1.001666,53.007159,4,5,1,328
-0.990156,53.417985,4,50,1,95
-0.912036,53.407142,4,5,1,76
-0.911972,53.407141,4,50,1,252
-0.990199,53.417963,4,5,1,278
-0.992869,51.418973,4,50,1,110
-0.97539,51.413339,4,5,1,115
-0.956722,51.412523,4,50,1,250
-0.968373,51.411862,4,5,1,276
-0.975658,51.413224,4,50,1,290
-0.993039,51.41884,4,5,1,289
-0.97444,51.41258,4,50,1,304
-0.993016,51.418863,4,5,1,287
-0.992862,51.418988,4,50,1,110
-0.974,51.41336,4,5,1,86
-0.99436,53.34911,4,50,1,128
-0.976093,53.34135,4,5,1,132
-0.976125,53.341341,4,50,1,307
-0.994207,53.349113,4,5,1,306
-1.005756,52.228155,4,60,1,110
-0.954438,52.21286,4,5,1,120
-0.954664,52.212794,4,60,1,302
-1.006073,52.228081,4,5,1,290
-1.027498,52.233009,4,60,1,113
-1.00616,52.228245,4,5,1,109
-1.006498,52.228176,4,60,1,289
-1.027381,52.23286,4,5,1,293
-1.00972,53.42631,4,50,1,103
-0.99061,53.418014,4,5,1,97
-0.990658,53.417991,4,50,1,279
-1.009806,53.42625,4,5,1,284
-1.010677,53.017777,4,50,1,130
-1.008565,53.01358,4,5,1,168
-1.008454,53.01332,4,50,1,163
-1.003048,53.008378,4,5,1,137
-1.021809,51.421686,4,50,1,103
-0.993257,51.419085,4,5,1,107
-0.993483,51.41895,4,50,1,290
-1.022018,51.421624,4,5,1,281
-1.027283,53.023634,4,50,1,115
-1.011041,53.017959,4,5,1,128
-1.02931,53.19567,4,50,1,205
-1.04706,53.15292,4,5,1,181
-1.04708,53.15289,4,50,1,1
-1.029575,53.195436,4,5,1,29
-1.04147,52.94192,4,60,1,267
-1.051925,52.941646,4,5,1,266
-1.052044,52.941648,4,60,1,83
-1.041641,52.942026,4,5,1,87
